"sno","repo_name","repo_url","description","stars","language","last_updated","scraped_at","has_features","feature_count","feature_info","is_accessible","accessibility_info","validated_at","id","isFork","commits","branches","releases","forks","mainLanguage","defaultBranch","license","homepage","watchers","stargazers","contributors","size","createdAt","pushedAt","updatedAt","totalIssues","openIssues","totalPullRequests","openPullRequests","hasWiki","isArchived","isDisabled","isLocked","languages","topics"
"843","takumakume/wp-cli-simple-tests","https://github.com/takumakume/wp-cli-simple-tests","N/A","3","Gherkin","2020-10-01T15:55:02Z","2026-04-06T15:26:20.708925","true","1","1 .feature files found","true","OK","2026-04-10T08:09:06Z","300204199","false","10","2","0","0","Gherkin","master","","","3","3","0","18","2020-10-01T08:27:07Z","2020-10-01T15:55:02Z","2020-10-02T03:06:20Z","0","0","0","0","true","false","false","false","",""
"844","camaraproject/HomeDevicesQoD","https://github.com/camaraproject/HomeDevicesQoD","Sandbox API repository for HomeDevicesQoD API(s)","3","Gherkin","2026-02-20T10:16:44Z","2026-04-06T15:26:20.708952","true","1","1 .feature files found","true","OK","2026-04-10T08:09:44Z","553536764","false","78","4","5","9","Gherkin","main","Apache License 2.0","https://lf-camaraproject.atlassian.net/wiki/x/4TLe","3","3","7","361","2022-10-18T11:17:04Z","2026-02-20T10:16:44Z","2026-02-20T10:17:03Z","0","0","52","0","false","true","false","false","","archived-api-repository"
"845","camaraproject/ConsentInfo","https://github.com/camaraproject/ConsentInfo","Sandbox API Repository for the ConsentInfo API(s) - part of IdentityAndConsentManagement working group ","3","Gherkin","2026-03-24T11:37:44Z","2026-04-06T15:26:20.708973","true","1","1 .feature files found","true","OK","2026-04-10T08:10:16Z","949019015","false","124","8","5","3","Gherkin","main","Apache License 2.0","https://lf-camaraproject.atlassian.net/wiki/x/NICeBQ","3","3","5","154","2025-03-15T13:47:38Z","2026-03-24T11:37:44Z","2026-03-23T13:09:18Z","1","1","37","0","false","false","false","false","","sandbox-api-repository"
"846","SangameswaranRS/meraxes","https://github.com/SangameswaranRS/meraxes","Hyperledger composer application for Fungible asset transfer.","3","Gherkin","2018-08-29T20:50:16Z","2026-04-06T15:26:20.708980","true","1","1 .feature files found","true","OK","2026-04-10T08:10:27Z","146639169","false","2","1","0","0","Gherkin","master","","","3","3","0","9","2018-08-29T18:04:24Z","2018-08-29T20:50:16Z","2022-01-21T11:26:46Z","0","0","0","0","true","false","false","false","","asset-tracking,blockchain,hyperledger-composer"
"847","webship/drupal10-behat_ui-template","https://github.com/webship/drupal10-behat_ui-template","Template project setup and config for Behat UI and Drupal 9","3","Gherkin","2023-04-15T14:58:45Z","2026-04-06T15:26:20.708987","true","1","1 .feature files found","true","OK","2026-04-10T08:10:37Z","625147998","false","3","1","0","0","Gherkin","1.0.x","","","3","3","0","4","2023-04-08T07:58:10Z","2023-04-15T14:58:45Z","2024-06-08T14:07:09Z","1","1","0","0","true","false","false","false","",""
"848","AilsaQian/httpApi_behave_python","https://github.com/AilsaQian/httpApi_behave_python","N/A","3","Gherkin","2018-04-01T06:20:06Z","2026-04-06T15:26:23.948682","true","1","1 .feature files found","true","OK","2026-04-10T08:10:51Z","125476871","false","7","1","0","0","Gherkin","master","","","3","3","0","24","2018-03-16T07:02:07Z","2018-04-01T06:20:06Z","2018-04-01T06:20:07Z","0","0","0","0","true","false","false","false","",""
"849","capsulajs/capsulajs","https://github.com/capsulajs/capsulajs","N/A","3","Gherkin","2022-12-09T19:14:54Z","2026-04-06T15:26:23.948699","true","1","1 .feature files found","true","OK","2026-04-10T08:10:56Z","142759203","false","21","22","0","0","Gherkin","develop","","","3","3","0","1405","2018-07-29T12:29:35Z","2022-12-09T19:14:54Z","2019-07-23T08:14:33Z","26","26","27","15","true","false","false","false","",""
"850","IBM/ibm-quantum-style-guide","https://github.com/IBM/ibm-quantum-style-guide","Quantum-specific documentation styleguide","3","Gherkin","2025-09-17T23:51:03Z","2026-04-06T15:26:23.948710","true","1","1 .feature files found","true","OK","2026-04-10T08:11:06Z","596619261","false","95","6","2","0","Gherkin","main","MIT License","","3","3","6","107","2023-02-02T15:25:42Z","2025-09-17T23:51:03Z","2025-07-17T23:02:05Z","4","4","27","3","true","false","false","false","",""
"851","rohan-sawhney/correspondence","https://github.com/rohan-sawhney/correspondence","N/A","3","Gherkin","2018-01-05T16:09:22Z","2026-04-06T15:26:23.948714","true","1","1 .feature files found","true","OK","2026-04-10T08:11:12Z","73559436","false","72","1","0","0","Gherkin","master","","","3","3","2","121398","2016-11-12T15:04:47Z","2018-01-05T16:09:22Z","2022-11-22T02:57:05Z","0","0","0","0","true","false","false","false","",""
"852","Stegobully/merged_ncRNAclassifier","https://github.com/Stegobully/merged_ncRNAclassifier","Machine Learning tools for ncRNA classification ","3","Gherkin","2023-05-19T07:08:33Z","2026-04-06T15:26:23.948747","true","1","1 .feature files found","true","OK","2026-04-10T08:11:53Z","595608247","false","82","2","0","0","Gherkin","main","","","3","3","2","65217","2023-01-31T12:47:33Z","2023-05-19T07:08:33Z","2024-05-09T09:28:20Z","0","0","0","0","true","false","false","false","",""
"853","virtualansoftware/service-virtualization-openapi","https://github.com/virtualansoftware/service-virtualization-openapi","Service virtualization is the simulation of the behavior of software components that are unavailable or otherwise restricted during the preproduction stage of the software development lifecycle. ","3","Gherkin","2026-01-13T14:41:26Z","2026-04-06T15:26:23.948779","true","1","1 .feature files found","true","OK","2026-04-10T08:12:34Z","137461736","false","287","43","0","6","Gherkin","master","","https://live.virtualandemo.com/virtualan-ui","3","3","5","65408","2018-06-15T08:27:40Z","2026-01-13T14:41:26Z","2026-01-13T14:42:43Z","35","35","132","35","true","false","false","false","","automated-testing,dynamic-mock,microservice,mock-server,mock-services,mocking,service-virtualization,shift-left,stub,stubbing,stubs,testing"
"854","atdd-bdd/GherkinExecutorBase","https://github.com/atdd-bdd/GherkinExecutorBase","This is the base for Gherkin Executor containing Documentation and Examples","2","Gherkin","2025-11-11T01:42:44Z","2026-04-06T15:26:23.948821","true","1","1 .feature files found","true","OK","2026-04-10T08:13:32Z","1004422669","false","17","1","0","0","Gherkin","main","","","2","2","0","141","2025-06-18T15:44:30Z","2025-11-11T01:42:44Z","2026-02-06T20:58:06Z","0","0","0","0","true","false","false","false","",""
"855","nstielau/cucumber-varnishtest-example","https://github.com/nstielau/cucumber-varnishtest-example","An example of a bare-bones config for using cucumber-varnishtest gem","2","Gherkin","2016-05-09T16:16:44Z","2026-04-06T15:26:23.948837","true","1","1 .feature files found","true","OK","2026-04-10T08:13:47Z","58389935","false","6","1","0","0","Cucumber","master","MIT License","","2","2","0","4","2016-05-09T16:03:19Z","2016-05-09T16:16:44Z","2019-02-12T10:10:07Z","0","0","0","0","true","false","false","false","",""
"856","testthedocs/MailChimp","https://github.com/testthedocs/MailChimp"," A Vale linter style that replicates the MailChimp style guide ","2","Gherkin","2022-08-25T08:00:00Z","2026-04-06T15:26:23.948882","true","1","1 .feature files found","true","OK","2026-04-10T08:14:47Z","237603364","false","8","1","0","0","Gherkin","master","MIT License","","2","2","2","15","2020-02-01T11:17:08Z","2022-08-25T08:00:00Z","2022-08-25T08:00:04Z","2","2","0","0","true","false","false","false","",""
"857","camaraproject/SubscriptionStatus","https://github.com/camaraproject/SubscriptionStatus","Sandbox API repository for the SubscriptionStatus API(s)","2","Gherkin","2026-03-11T21:47:35Z","2026-04-06T15:26:23.948926","true","1","1 .feature files found","true","OK","2026-04-10T08:15:41Z","849562936","false","105","3","2","3","Gherkin","main","Apache License 2.0","https://lf-camaraproject.atlassian.net/wiki/x/hACbBQ","2","2","6","150","2024-08-29T20:20:04Z","2026-03-11T21:47:35Z","2026-03-02T08:00:45Z","3","3","13","1","false","false","false","false","","camara-sp-know-your-customer,sandbox-api-repository"
"858","camaraproject/RegionDeviceCount","https://github.com/camaraproject/RegionDeviceCount","Sandbox API repository to describe, develop, document and test the RegionDeviceCount API(s)","2","Gherkin","2026-03-11T21:47:34Z","2026-04-06T15:26:23.948948","true","1","1 .feature files found","true","OK","2026-04-10T08:16:13Z","733493758","false","174","5","5","3","Gherkin","main","Apache License 2.0","https://lf-camaraproject.atlassian.net/wiki/x/JSTe","2","2","6","298","2023-12-19T13:01:51Z","2026-03-11T21:47:34Z","2026-03-02T07:28:48Z","1","1","38","0","false","false","false","false","","sandbox-api-repository"
"859","JeeShao/eye_to_hand","https://github.com/JeeShao/eye_to_hand","Ros eye-to-hand calibration with Kinect2","2","Gherkin","2018-07-23T09:12:24Z","2026-04-06T15:26:23.948963","true","1","1 .feature files found","true","OK","2026-04-10T08:16:33Z","140188613","false","34","1","0","1","Gherkin","master","","","2","2","0","3633","2018-07-08T17:31:24Z","2018-07-23T09:12:24Z","2021-05-14T09:01:10Z","0","0","0","0","true","false","false","false","",""
"860","testthedocs/JQuery","https://github.com/testthedocs/JQuery"," A Vale linter style that replicates the JQuery style guide ","2","Gherkin","2023-01-31T01:08:53Z","2026-04-06T15:26:23.948971","true","1","1 .feature files found","true","OK","2026-04-10T08:16:43Z","237599387","false","5","2","0","1","Gherkin","master","MIT License","","2","2","2","13","2020-02-01T10:41:20Z","2023-01-31T01:08:53Z","2022-09-23T07:09:37Z","2","2","3","1","true","false","false","false","","vale-linter-style"
"861","JUlveryd/Grupp5-Testdesign","https://github.com/JUlveryd/Grupp5-Testdesign","N/A","2","Gherkin","2021-04-29T12:07:58Z","2026-04-06T15:26:23.948986","true","1","1 .feature files found","true","OK","2026-04-10T08:17:03Z","358187947","false","59","6","0","5","Gherkin","main","","","2","2","5","52","2021-04-15T08:40:14Z","2021-04-29T12:07:58Z","2021-05-03T12:08:12Z","0","0","2","0","true","false","false","false","",""
"862","camaraproject/IoTNetworkOptimization","https://github.com/camaraproject/IoTNetworkOptimization","Sandbox API Repository for IoTNetworkOptimization API(s)","2","Gherkin","2026-03-11T21:47:31Z","2026-04-06T15:26:23.948993","true","1","1 .feature files found","true","OK","2026-04-10T08:17:13Z","966855146","false","95","3","0","4","Gherkin","main","Apache License 2.0","https://lf-camaraproject.atlassian.net/wiki/x/AYCzBw","2","2","7","135","2025-04-15T14:54:58Z","2026-03-11T21:47:31Z","2026-02-24T09:33:45Z","4","4","29","0","false","false","false","false","","sandbox-api-repository"
"863","camaraproject/Tenure","https://github.com/camaraproject/Tenure","Sandbox API repository for the Tenure API (part of Sub Project Know Your Customer)","2","Gherkin","2026-04-02T12:44:32Z","2026-04-06T15:26:23.949004","true","1","1 .feature files found","true","OK","2026-04-10T08:17:28Z","803283618","false","161","4","4","5","Gherkin","main","Apache License 2.0","https://lf-camaraproject.atlassian.net/wiki/x/ZIDGB","2","2","8","225","2024-05-20T12:34:29Z","2026-04-02T12:44:32Z","2026-04-02T12:44:37Z","3","3","40","0","false","false","false","false","","camara-sp-know-your-customer,sandbox-api-repository"
"864","serenity-dojo/conversational-clock-kata","https://github.com/serenity-dojo/conversational-clock-kata","Starting point for the Conversational Clock kata in Java with Cucumber and Serenity BDD","2","Gherkin","2018-11-06T19:21:34Z","2026-04-06T15:26:23.949008","true","1","1 .feature files found","true","OK","2026-04-10T08:17:33Z","156434731","false","2","1","0","2","Gherkin","master","","","2","2","0","59","2018-11-06T19:14:32Z","2018-11-06T19:21:34Z","2018-12-04T13:39:51Z","0","0","0","0","true","false","false","false","",""
"865","luiishcl/ninjamotors","https://github.com/luiishcl/ninjamotors","Projeto Automação Web  - Treinamento QA Nijna","2","Gherkin","2023-03-16T05:44:50Z","2026-04-06T15:26:23.949027","true","1","1 .feature files found","true","OK","2026-04-10T08:17:58Z","141611683","false","23","4","0","0","Gherkin","master","","","2","2","2","23","2018-07-19T17:33:54Z","2023-03-16T05:44:50Z","2021-06-16T02:20:02Z","2","2","12","2","true","false","false","false","",""
"866","neos/timeable-node-visibility","https://github.com/neos/timeable-node-visibility","[READ-ONLY] Part of Neos, an open source Content Application Platform based on Flow.","2","Gherkin","2026-03-20T22:15:28Z","2026-04-06T15:26:23.949060","true","1","1 .feature files found","true","OK","2026-04-10T08:18:43Z","753319399","false","63","3","0","0","Gherkin","9.0","GNU General Public License v3.0","","2","2","6","71","2024-02-05T22:11:45Z","2026-03-20T22:15:28Z","2026-01-17T08:30:06Z","0","0","0","0","true","false","false","false","",""
"867","camaraproject/MostFrequentLocation","https://github.com/camaraproject/MostFrequentLocation","Sandbox API Repository for MostFrequentLocation API(s)","2","Gherkin","2026-02-23T12:09:58Z","2026-04-06T15:26:23.949067","true","1","1 .feature files found","true","OK","2026-04-10T08:18:53Z","796353416","false","75","3","4","5","Gherkin","main","Apache License 2.0","https://lf-camaraproject.atlassian.net/wiki/x/XjPe","2","2","5","106","2024-05-05T17:33:27Z","2026-02-23T12:09:58Z","2025-12-16T20:01:12Z","5","5","23","1","false","false","false","false","","sandbox-api-repository"
"868","IllinoisLegalAidOnline/docassemble-USCISApplications","https://github.com/IllinoisLegalAidOnline/docassemble-USCISApplications","A docassemble extension.","2","Gherkin","2026-04-01T19:54:34Z","2026-04-06T15:26:23.949071","true","1","1 .feature files found","true","OK","2026-04-10T08:18:59Z","753726871","false","448","12","0","1","Gherkin","main","Other","","2","2","6","94789","2024-02-06T17:20:49Z","2026-04-01T19:54:34Z","2026-03-20T21:51:39Z","12","12","94","0","true","false","false","false","",""
"869","andreimarfievici/gherkin-cheatsheet","https://github.com/andreimarfievici/gherkin-cheatsheet","Everyday Gherkin cheatsheet for making BDD fun.","2","Gherkin","2019-05-15T21:43:29Z","2026-04-06T15:26:27.106999","true","1","1 .feature files found","true","OK","2026-04-10T08:19:46Z","186906327","false","2","1","0","1","Gherkin","master","","","3","3","0","2","2019-05-15T21:39:29Z","2019-05-15T21:43:29Z","2026-04-08T06:14:19Z","0","0","0","0","true","false","false","false","",""
"870","webship/drupal9-behat_ui-template","https://github.com/webship/drupal9-behat_ui-template","Template project setup and config for Behat UI and Drupal 9","2","Gherkin","2023-04-15T11:13:49Z","2026-04-06T15:26:27.107026","true","1","1 .feature files found","true","OK","2026-04-10T08:20:21Z","625147648","false","3","1","0","0","Gherkin","1.0.x","","","2","2","0","4","2023-04-08T07:56:46Z","2023-04-15T11:13:49Z","2024-06-08T14:07:12Z","1","1","0","0","true","false","false","false","",""
"871","miroslav-reiter/Testovanie_Softveru","https://github.com/miroslav-reiter/Testovanie_Softveru","Materiály k online kurzu Testovanie Softvéru","2","Gherkin","2025-04-02T12:05:19Z","2026-04-06T15:26:27.107037","true","1","1 .feature files found","true","OK","2026-04-10T08:20:35Z","919086618","false","38","1","0","6","Gherkin","main","","https://www.vita.sk/","2","2","0","15246","2025-01-19T17:12:44Z","2025-04-02T12:05:19Z","2025-12-08T08:49:32Z","0","0","0","0","true","false","false","false","","software-testing,testing,testing-tool,testing-tools"
"872","gematik/poc-VSDM2","https://github.com/gematik/poc-VSDM2","Prototype of the VSDM 2.0 server","2","Gherkin","2026-02-12T10:40:38Z","2026-04-06T15:26:27.107045","true","1","1 .feature files found","true","OK","2026-04-10T08:20:46Z","713351514","false","9","2","2","1","Gherkin","main","Apache License 2.0","https://github.com/gematik/poc-VSDM2","2","2","3","656","2023-11-02T10:50:18Z","2026-02-12T10:40:38Z","2026-02-12T13:28:16Z","0","0","3","0","true","true","false","false","","archived,archived-repository,poc,vsdm"
"873","fChristenson/bdd","https://github.com/fChristenson/bdd","N/A","2","Gherkin","2022-12-11T18:36:07Z","2026-04-06T15:26:27.107063","true","1","1 .feature files found","true","OK","2026-04-10T08:21:07Z","230516615","false","8","10","0","0","Gherkin","master","","","2","2","0","262","2019-12-27T20:48:49Z","2022-12-11T18:36:07Z","2025-04-15T11:57:14Z","9","9","10","9","true","false","false","false","",""
"874","valeriard/RetoTecnico","https://github.com/valeriard/RetoTecnico","El reto consiste en crear automatización para lastecnologías (Web, APIs)","2","Gherkin","2024-05-17T04:29:36Z","2026-04-06T15:26:27.107067","true","1","1 .feature files found","true","OK","2026-04-10T08:21:11Z","798518930","false","7","2","0","0","Gherkin","main","","","2","2","2","65","2024-05-10T00:06:33Z","2024-05-17T04:29:36Z","2026-02-04T09:54:40Z","0","0","2","0","true","false","false","false","",""
"875","Nextzy/gherkin-brick","https://github.com/Nextzy/gherkin-brick","N/A","2","Gherkin","2025-03-03T11:58:57Z","2026-04-06T15:26:27.107108","true","1","1 .feature files found","true","OK","2026-04-10T08:21:57Z","941889142","false","1","2","0","0","Gherkin","main","","","2","2","0","13","2025-03-03T08:16:26Z","2025-03-03T11:58:57Z","2025-03-11T04:29:07Z","0","0","0","0","true","false","false","false","",""
"876","eterps/mock-server","https://github.com/eterps/mock-server","A server for easy mocking of HTTP requests","2","Gherkin","2016-02-04T15:11:08Z","2026-04-06T15:26:27.107120","true","1","1 .feature files found","true","OK","2026-04-10T08:22:14Z","45730649","false","13","1","0","0","Cucumber","master","MIT License","","2","2","0","7","2015-11-07T09:41:16Z","2016-02-04T15:11:08Z","2017-03-12T07:55:59Z","0","0","0","0","true","false","false","false","","mock-server"
"877","xeejp/X_test","https://github.com/xeejp/X_test","This is a small experiment written in python for testing.","2","Gherkin","2016-08-31T08:10:03Z","2026-04-06T15:26:27.107167","true","1","1 .feature files found","true","OK","2026-04-10T08:23:13Z","49211464","false","15","1","0","0","Cucumber","master","MIT License","","2","2","0","7","2016-01-07T15:07:02Z","2016-08-31T08:10:03Z","2025-11-16T21:49:14Z","1","1","0","0","true","false","false","false","",""
"878","JuanPabloGomezMonsalve/prueba_tecnica_acme","https://github.com/JuanPabloGomezMonsalve/prueba_tecnica_acme","N/A","2","Gherkin","2023-09-08T04:16:21Z","2026-04-06T15:26:27.107170","true","1","1 .feature files found","true","OK","2026-04-10T08:23:18Z","513353604","false","5","1","0","0","Gherkin","main","","","2","2","0","110","2022-07-13T02:23:42Z","2023-09-08T04:16:21Z","2026-02-08T22:43:20Z","0","0","0","0","true","false","false","false","",""
"879","isabelabeck/ruby-automation-learning","https://github.com/isabelabeck/ruby-automation-learning","Repository with some test automation scripts using Ruby and Cucumber for learning purpose. ","2","Gherkin","2021-07-27T17:29:47Z","2026-04-06T15:26:27.107214","true","1","1 .feature files found","true","OK","2026-04-10T08:24:13Z","389727589","false","4","1","0","0","Gherkin","master","","","2","2","0","2568","2021-07-26T18:11:36Z","2021-07-27T17:29:47Z","2021-07-28T12:52:27Z","0","0","0","0","true","false","false","false","","cucumber,gherkin,rspec,ruby,test-automation"
"880","mohammadmasoumi/bdd-cucumber","https://github.com/mohammadmasoumi/bdd-cucumber","BDD is a way for software teams to work that closes the gap between business people and technical people","2","Gherkin","2023-04-09T14:22:18Z","2026-04-06T15:26:27.107251","true","1","1 .feature files found","true","OK","2026-04-10T08:25:02Z","584542162","false","2","1","0","0","Gherkin","master","","","2","2","0","48","2023-01-02T21:38:28Z","2023-04-09T14:22:18Z","2024-01-28T17:44:59Z","0","0","0","0","true","false","false","false","","bdd,bdd-framework,cucumber,godog"
"881","govCMS/govcms7-scaffold","https://github.com/govCMS/govcms7-scaffold","Clone this repository to setup a GovCMS SaaS Drupal 7 Site for use on Lagoon","2","Gherkin","2024-11-20T01:56:32Z","2026-04-06T15:26:27.107266","true","1","1 .feature files found","true","OK","2026-04-10T08:25:22Z","147477970","false","96","11","0","7","Gherkin","develop","","","2","2","9","350","2018-09-05T07:29:41Z","2024-11-20T01:56:32Z","2024-11-20T01:56:50Z","5","5","19","5","false","true","false","false","",""
"882","almighty-archive/almighty-spec","https://github.com/almighty-archive/almighty-spec","N/A","2","Gherkin","2016-12-01T12:32:30Z","2026-04-06T15:26:27.107285","true","1","1 .feature files found","true","OK","2026-04-10T08:25:48Z","59287229","false","4","1","0","1","Cucumber","master","Apache License 2.0","http://devdoc.almighty.io/","2","2","3","6","2016-05-20T10:51:12Z","2016-12-01T12:32:30Z","2025-04-30T07:34:20Z","1","1","2","1","false","true","false","false","",""
"883","athiefaine/cucumber-kimchi","https://github.com/athiefaine/cucumber-kimchi","Simple implementation of asian restaurant bill test with Cucumber","2","Gherkin","2023-04-02T09:24:00Z","2026-04-06T15:26:27.107306","true","1","1 .feature files found","true","OK","2026-04-10T08:26:13Z","354338424","false","6","11","0","0","Gherkin","main","","","2","2","0","1703","2021-04-03T16:20:49Z","2023-04-02T09:24:00Z","2025-01-06T08:35:24Z","0","0","0","0","true","false","false","false","",""
"884","NICOLASTHEO/automation_w-Ruby_Capyb_cucumber_page_A55","https://github.com/NICOLASTHEO/automation_w-Ruby_Capyb_cucumber_page_A55","N/A","2","Gherkin","2022-11-27T23:56:21Z","2026-04-06T15:26:27.107317","true","1","1 .feature files found","true","OK","2026-04-10T08:26:27Z","415529520","false","3","1","0","0","Gherkin","main","","","2","2","0","439","2021-10-10T08:37:27Z","2022-11-27T23:56:21Z","2025-05-02T11:19:43Z","0","0","0","0","true","false","false","false","",""
"885","frankharkins/qiskit-textbook-styleguide","https://github.com/frankharkins/qiskit-textbook-styleguide","Experimental styleguide for the Qiskit Textbook","2","Gherkin","2022-05-24T13:54:46Z","2026-04-06T15:26:27.107328","true","1","1 .feature files found","true","OK","2026-04-10T08:26:42Z","391069913","false","19","2","0","0","Gherkin","main","MIT License","","2","2","0","680","2021-07-30T13:13:15Z","2022-05-24T13:54:46Z","2024-03-14T09:57:35Z","0","0","0","0","true","true","false","false","",""
"886","mcasperson/iridium-training","https://github.com/mcasperson/iridium-training","N/A","1","Gherkin","2018-01-13T09:41:11Z","2026-04-06T15:26:27.107336","true","1","1 .feature files found","true","OK","2026-04-10T08:26:53Z","81685120","false","6","1","0","1","Gherkin","master","","","1","1","0","3","2017-02-11T21:58:10Z","2018-01-13T09:41:11Z","2021-07-09T13:34:02Z","0","0","0","0","true","false","false","false","",""
"887","browserstack/behat-mink-browserstack","https://github.com/browserstack/behat-mink-browserstack","Selenium examples for Behat Mink and BrowserStack Automate","1","Gherkin","2023-07-03T15:02:10Z","2026-04-06T15:26:27.107339","true","1","1 .feature files found","true","OK","2026-04-10T08:26:57Z","52861021","false","7","1","0","1","Gherkin","master","","https://www.browserstack.com","1","1","3","5","2016-03-01T08:33:30Z","2023-07-03T15:02:10Z","2023-06-21T11:52:46Z","2","2","0","0","true","false","false","false","",""
"888","ashwani99/mkd2wp","https://github.com/ashwani99/mkd2wp","N/A","1","Gherkin","2017-10-29T12:08:34Z","2026-04-06T15:26:27.107347","true","1","1 .feature files found","true","OK","2026-04-10T08:27:07Z","108730818","false","3","1","0","0","Gherkin","master","MIT License","","1","1","0","3","2017-10-29T12:05:58Z","2017-10-29T12:08:34Z","2017-11-09T16:31:42Z","0","0","0","0","true","false","false","false","",""
"889","duvergara/Inteli_api","https://github.com/duvergara/Inteli_api","N/A","1","Gherkin","2020-01-27T03:39:51Z","2026-04-06T15:26:27.107362","true","1","1 .feature files found","true","OK","2026-04-10T08:27:28Z","236407222","false","2","1","0","0","Gherkin","master","","","1","1","0","2","2020-01-27T02:25:50Z","2020-01-27T03:39:51Z","2020-01-28T17:49:07Z","0","0","0","0","true","false","false","false","",""
"890","jithinkmatthew/karate-quickstart","https://github.com/jithinkmatthew/karate-quickstart","quickstart project for karate","1","Gherkin","2019-11-06T11:44:33Z","2026-04-06T15:26:30.391065","true","1","1 .feature files found","true","OK","2026-04-10T08:27:42Z","219981700","false","2","1","0","0","Gherkin","master","","","1","1","0","4","2019-11-06T11:31:26Z","2019-11-06T11:44:33Z","2023-03-04T10:56:45Z","0","0","0","0","true","false","false","false","",""
"891","MusolQA/cypress-test-tiny","https://github.com/MusolQA/cypress-test-tiny","to investigate issue","1","Gherkin","2022-08-22T11:17:39Z","2026-04-06T15:26:30.391087","true","1","1 .feature files found","true","OK","2026-04-10T08:27:51Z","527527908","false","11142","1","0","1","Gherkin","main","","","1","1","10","1893","2022-08-22T11:07:41Z","2022-08-22T11:17:39Z","2022-11-08T00:49:37Z","0","0","0","0","true","false","false","false","",""
"892","erofeev/wit-analytics-start","https://github.com/erofeev/wit-analytics-start","N/A","1","Gherkin","2025-11-08T09:41:58Z","2026-04-06T15:26:30.391126","true","1","1 .feature files found","true","OK","2026-04-10T08:28:41Z","1092206840","false","8","4","0","0","Gherkin","main","MIT License","","1","1","2","82","2025-11-08T07:32:58Z","2025-11-08T09:41:58Z","2025-11-12T19:53:10Z","0","0","3","0","true","false","false","false","",""
"893","featurist/delta-99","https://github.com/featurist/delta-99","A publishing experiment","1","Gherkin","2017-04-26T07:53:04Z","2026-04-06T15:26:30.391141","true","1","1 .feature files found","true","OK","2026-04-10T08:29:01Z","89453752","false","1","1","0","1","Gherkin","master","","","1","1","0","1","2017-04-26T07:52:45Z","2017-04-26T07:53:04Z","2025-03-12T04:37:10Z","0","0","0","0","true","false","false","false","",""
"894","gcruchon/postcodes-chatpgt","https://github.com/gcruchon/postcodes-chatpgt","N/A","1","Gherkin","2023-02-12T13:35:38Z","2026-04-06T15:26:30.391149","true","1","1 .feature files found","true","OK","2026-04-10T08:29:11Z","600569774","false","5","1","0","0","Gherkin","main","MIT License","","1","1","0","29","2023-02-11T22:23:18Z","2023-02-12T13:35:38Z","2023-02-28T17:19:48Z","0","0","0","0","true","false","false","false","",""
"895","Narendhiran/Devops","https://github.com/Narendhiran/Devops","N/A","1","Gherkin","2020-10-13T16:18:13Z","2026-04-06T15:26:30.391161","true","1","1 .feature files found","true","OK","2026-04-10T08:29:26Z","210529973","false","4","2","0","0","Gherkin","master","","","1","1","0","6","2019-09-24T06:38:38Z","2020-10-13T16:18:13Z","2023-09-14T09:14:55Z","1","1","0","1","true","false","false","false","",""
"896","scm-aungpyaesone/vue-pwa-frame","https://github.com/scm-aungpyaesone/vue-pwa-frame","VUE PWA FRAME","1","Gherkin","2021-12-13T07:43:27Z","2026-04-06T15:26:30.391169","true","1","1 .feature files found","true","OK","2026-04-10T08:29:35Z","295171476","false","10","3","0","2","Gherkin","master","","","1","1","2","23240","2020-09-13T14:43:48Z","2021-12-13T07:43:27Z","2021-12-13T07:43:30Z","0","0","0","0","true","false","false","false","",""
"897","manycore-maas/koottest-template","https://github.com/manycore-maas/koottest-template","kooltest 测试脚本样例","1","Gherkin","2021-10-29T02:46:45Z","2026-04-06T15:26:30.391200","true","1","1 .feature files found","true","OK","2026-04-10T08:30:16Z","422420241","false","2","1","0","0","Gherkin","main","","","1","1","0","0","2021-10-29T02:39:54Z","2021-10-29T02:46:45Z","2024-10-28T08:55:09Z","0","0","0","0","true","false","false","false","",""
"898","openeuropa/oe_profile","https://github.com/openeuropa/oe_profile","OpenEuropa minimal profile.","1","Gherkin","2023-03-24T12:57:51Z","2026-04-06T15:26:30.391223","true","1","1 .feature files found","true","OK","2026-04-10T08:30:46Z","85309695","false","154","3","8","3","Gherkin","0.x","European Union Public License 1.2","https://github.com/openeuropa/openeuropa","1","1","14","106","2017-03-17T12:32:03Z","2023-03-24T12:57:51Z","2023-03-24T12:58:23Z","0","0","41","0","true","true","false","false","",""
"899","nimbis/aloe-sample","https://github.com/nimbis/aloe-sample","Simple demonstration of aloe and aloe-webdriver","1","Gherkin","2016-08-25T17:24:15Z","2026-04-06T15:26:30.391227","true","1","1 .feature files found","true","OK","2026-04-10T08:30:51Z","66578599","false","1","1","0","0","Cucumber","master","","","1","1","0","1","2016-08-25T17:22:21Z","2016-08-25T17:24:15Z","2023-01-28T12:23:06Z","0","0","0","0","true","true","false","false","",""
"900","davidvavra/cucumber-codelab","https://github.com/davidvavra/cucumber-codelab","Materials for Cucumber codelab","1","Gherkin","2017-09-12T15:47:44Z","2026-04-06T15:26:30.391234","true","1","1 .feature files found","true","OK","2026-04-10T08:31:01Z","103285696","false","5","1","0","0","Gherkin","master","MIT License","","1","1","0","3","2017-09-12T15:07:01Z","2017-09-12T15:47:44Z","2017-09-12T18:41:15Z","0","0","0","0","true","false","false","false","",""
