"id","name","isFork","commits","branches","releases","forks","mainLanguage","defaultBranch","license","homepage","watchers","stargazers","contributors","size","createdAt","pushedAt","updatedAt","totalIssues","openIssues","totalPullRequests","openPullRequests","blankLines","codeLines","commentLines","metrics","lastCommit","lastCommitSHA","hasWiki","isArchived","isDisabled","isLocked","languages","labels","topics"
"94913657","sbt/sbt-cucumber",false,"41","1","0","14","Scala","master","Other",,"8","20","8","58","2017-11-04T06:55:27","2021-10-19T08:08:09","2023-03-28T03:12:17","16","13","10","1","127","1112","165","[{""blankLines"":84,""codeLines"":244,""commentLines"":164,""language"":""Scala""},{""blankLines"":0,""codeLines"":3,""commentLines"":0,""language"":""Properties""},{""blankLines"":1,""codeLines"":10,""commentLines"":0,""language"":""Cucumber""},{""blankLines"":0,""codeLines"":29,""commentLines"":1,""language"":""YAML""},{""blankLines"":0,""codeLines"":698,""commentLines"":0,""language"":""XML""},{""blankLines"":42,""codeLines"":128,""commentLines"":0,""language"":""Markdown""}]","2021-10-19T08:08:08","c8f79cc7ab71019af1194d7090342808a815e3f0",false,false,false,false,"{""Scala"":17715,""Gherkin"":270}","bug;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix",""
"94916031","vbmacher/intellij-cucumber-scala",false,"269","2","43","31","Scala","master","Apache License 2.0","https://plugins.jetbrains.com/plugin/7460","8","59","12","463","2014-05-10T04:18:01","2025-12-19T12:36:27","2025-12-19T12:36:15","82","1","77","0","429","2513","26","[{""blankLines"":0,""codeLines"":351,""commentLines"":0,""language"":""SVG""},{""blankLines"":4,""codeLines"":13,""commentLines"":0,""language"":""YAML""},{""blankLines"":56,""codeLines"":156,""commentLines"":0,""language"":""Markdown""},{""blankLines"":2,""codeLines"":5,""commentLines"":0,""language"":""Forth""},{""blankLines"":11,""codeLines"":280,""commentLines"":0,""language"":""XML""},{""blankLines"":2,""codeLines"":5,""commentLines"":2,""language"":""Properties""},{""blankLines"":28,""codeLines"":109,""commentLines"":6,""language"":""Cucumber""},{""blankLines"":2,""codeLines"":195,""commentLines"":0,""language"":""INI""},{""blankLines"":324,""codeLines"":1386,""commentLines"":18,""language"":""Scala""},{""blankLines"":0,""codeLines"":13,""commentLines"":0,""language"":""HTML""}]","2025-12-19T12:36:03","f40659cabed8dc07640a7875fcb118b588203a21",false,false,false,false,"{""Scala"":61820,""Gherkin"":1170,""HTML"":387}","bug;duplicate;enhancement;help wanted;invalid;question;wontfix","cucumber;intellij;intellij-cucumber-scala;navigation;scala"
"94916284","jecklgamis/cucumber-jvm-scala-example",false,"51","2","0","7","Shell","main","Apache License 2.0",,"2","17","3","69","2016-05-27T09:20:16","2026-02-25T11:07:36","2026-02-25T11:07:40","0","0","5","0","162","930","105","[{""blankLines"":0,""codeLines"":13,""commentLines"":0,""language"":""make""},{""blankLines"":9,""codeLines"":80,""commentLines"":8,""language"":""YAML""},{""blankLines"":0,""codeLines"":5,""commentLines"":0,""language"":""Properties""},{""blankLines"":56,""codeLines"":152,""commentLines"":0,""language"":""Markdown""},{""blankLines"":6,""codeLines"":26,""commentLines"":4,""language"":""Scala""},{""blankLines"":34,""codeLines"":234,""commentLines"":62,""language"":""Bourne Shell""},{""blankLines"":10,""codeLines"":76,""commentLines"":31,""language"":""Java""},{""blankLines"":35,""codeLines"":147,""commentLines"":0,""language"":""DOS Batch""},{""blankLines"":3,""codeLines"":166,""commentLines"":0,""language"":""Maven""},{""blankLines"":6,""codeLines"":12,""commentLines"":0,""language"":""Dockerfile""},{""blankLines"":1,""codeLines"":9,""commentLines"":0,""language"":""Cucumber""},{""blankLines"":2,""codeLines"":10,""commentLines"":0,""language"":""XML""}]","2026-02-25T11:07:32","a23d10b69300aa9cccd52671edff3d18b1efcabd",true,false,false,false,"{""Shell"":1127,""Scala"":1039,""Dockerfile"":439,""Makefile"":323,""Gherkin"":224}","bug;dependencies;duplicate;enhancement;help wanted;invalid;question;wontfix",""
"94919692","cucumber/cucumber-jvm-scala",false,"1461","13","100","29","Scala","main","MIT License","https://cucumber.io/","63","50","35","1490","2017-10-12T07:14:22","2026-03-11T04:36:56","2026-03-11T04:37:00","54","8","374","3","2607","12968","722","[{""blankLines"":0,""codeLines"":30,""commentLines"":0,""language"":""Awk""},{""blankLines"":1721,""codeLines"":10575,""commentLines"":687,""language"":""Scala""},{""blankLines"":0,""codeLines"":5,""commentLines"":0,""language"":""HTML""},{""blankLines"":94,""codeLines"":468,""commentLines"":4,""language"":""Cucumber""},{""blankLines"":0,""codeLines"":4,""commentLines"":4,""language"":""Properties""},{""blankLines"":5,""codeLines"":38,""commentLines"":0,""language"":""JSON""},{""blankLines"":27,""codeLines"":46,""commentLines"":26,""language"":""Bourne Shell""},{""blankLines"":726,""codeLines"":1657,""commentLines"":1,""language"":""Markdown""},{""blankLines"":6,""codeLines"":20,""commentLines"":0,""language"":""make""},{""blankLines"":28,""codeLines"":125,""commentLines"":0,""language"":""YAML""}]","2026-03-11T04:36:07","1040ba25338f4f7e70756abf9dd7290aef2bd5c0",false,false,false,false,"{""Scala"":334092,""Gherkin"":18304,""Shell"":2653,""Makefile"":656,""Awk"":408,""HTML"":128}",":baby_bottle: incomplete;:bank: debt;:book: documentation;:broken_heart: breaking change;:bug: bug;:cucumber: core team;:dollar: bounty $100;:dollar: bounty $1000;:dollar: bounty $300;:fire: critical;:gemini: duplicate;:hourglass: stale;:no_good: wontfix;:pray: help wanted;:question: question;:robot: dependencies;:safety_pin: pinned;:sparkles: kaizen;:thinking: cannot reproduce;:vertical_traffic_light: needs tests;:white_check_mark: accepted;:wrench: build;:zap: enhancement;good first issue;security fix;security vulnerability;wontfix",""
"94972479","kesor/p5-cucumber",false,"43","2","0","4","Perl","master",,"http://wiki.github.com/kesor/p5-cucumber","5","29","1","124","2009-03-13T11:19:45","2009-04-03T10:15:45","2019-08-13T02:09:04","0","0","0","0","56","268","20","[{""blankLines"":3,""codeLines"":8,""commentLines"":0,""language"":""Bourne Shell""},{""blankLines"":5,""codeLines"":22,""commentLines"":0,""language"":""Cucumber""},{""blankLines"":48,""codeLines"":238,""commentLines"":20,""language"":""Perl""}]","2009-03-19T02:44:02","9bc590abe3367926d6ddb58ad85baf1fe44cbef9",true,false,false,false,"{""Perl"":5452,""Shell"":273}","",""
"94977727","pherkin/test-bdd-cucumber-perl",false,"604","1","0","43","Perl","master",,,"8","55","24","970","2011-07-26T09:33:56","2025-05-24T08:26:48","2025-05-24T08:26:52","74","8","123","0","2196","5554","1103","[{""blankLines"":5,""codeLines"":28,""commentLines"":0,""language"":""INI""},{""blankLines"":10,""codeLines"":18,""commentLines"":0,""language"":""Markdown""},{""blankLines"":6,""codeLines"":65,""commentLines"":8,""language"":""YAML""},{""blankLines"":1,""codeLines"":7,""commentLines"":0,""language"":""Dockerfile""},{""blankLines"":2098,""codeLines"":4931,""commentLines"":1081,""language"":""Perl""},{""blankLines"":76,""codeLines"":505,""commentLines"":14,""language"":""Cucumber""}]","2025-05-24T08:26:43","acc2c4891086b6681e8e0103850d08304f6e41bc",true,false,false,false,"{""Perl"":228479,""Gherkin"":9990,""Dockerfile"":239}","enhancement;waiting-for-user","bdd;bdd-framework;behavior-driven-development;cucumber;perl;perl5;testing"
"94981398","zeevl/mocha-cucumber",false,"3","1","0","4","CoffeeScript","master",,,"2","23","1","132","2014-11-17T06:01:39","2014-11-17T06:39:06","2023-08-02T01:15:40","3","3","0","0","44","167","0","[{""blankLines"":0,""codeLines"":36,""commentLines"":0,""language"":""JSON""},{""blankLines"":0,""codeLines"":2,""commentLines"":0,""language"":""JavaScript""},{""blankLines"":20,""codeLines"":72,""commentLines"":0,""language"":""CoffeeScript""},{""blankLines"":24,""codeLines"":57,""commentLines"":0,""language"":""Markdown""}]","2014-11-17T06:38:10","9de784ac846b6189b2655bd7d870e6b39a7aeb3d",true,false,false,false,"{""CoffeeScript"":2250,""JavaScript"":92}","bug;duplicate;enhancement;help wanted;invalid;question;wontfix",""
"94981625","xdissent/meteor-cucumber",false,"17","2","0","2","CoffeeScript","master",,,"3","10","2","251","2014-05-08T09:16:36","2014-05-20T08:46:11","2022-05-27T02:12:47","13","9","1","0","166","1033","11","[{""blankLines"":120,""codeLines"":361,""commentLines"":7,""language"":""CoffeeScript""},{""blankLines"":6,""codeLines"":32,""commentLines"":0,""language"":""HTML""},{""blankLines"":0,""codeLines"":0,""commentLines"":1,""language"":""CSS""},{""blankLines"":6,""codeLines"":27,""commentLines"":0,""language"":""Cucumber""},{""blankLines"":17,""codeLines"":36,""commentLines"":0,""language"":""Markdown""},{""blankLines"":17,""codeLines"":49,""commentLines"":3,""language"":""JavaScript""},{""blankLines"":0,""codeLines"":528,""commentLines"":0,""language"":""JSON""}]","2014-05-20T08:45:46","e5a9c27d780b80028b4ff9c96a2b6dfa87de8011",true,false,false,false,"{""CoffeeScript"":14280,""JavaScript"":1823,""CSS"":31}","bug;duplicate;enhancement;help wanted;invalid;question;wontfix",""
"94984074","edda/cucumber-atom",false,"32","1","0","9","CoffeeScript","master",,,"1","15","8","18","2014-02-27T02:55:32","2019-01-22T04:13:20","2021-06-03T06:55:56","11","2","9","0","17","513","0","[{""blankLines"":1,""codeLines"":2,""commentLines"":0,""language"":""Markdown""},{""blankLines"":16,""codeLines"":88,""commentLines"":0,""language"":""CoffeeScript""},{""blankLines"":0,""codeLines"":389,""commentLines"":0,""language"":""CSON""},{""blankLines"":0,""codeLines"":34,""commentLines"":0,""language"":""JSON""}]","2019-01-22T04:13:17","c3084859a73a5e7c9dfb01f8f274cd9095bc9360",true,false,false,false,"{""CoffeeScript"":2592}","bug;duplicate;enhancement;invalid;question;wontfix",""
"94984812","Originate/cucumber-testrail",false,"17","4","0","3","CoffeeScript","master","MIT License",,"10","10","4","793","2016-10-14T09:25:55","2020-07-15T07:44:11","2022-05-21T06:35:13","5","3","18","2","161","1285","7","[{""blankLines"":19,""codeLines"":92,""commentLines"":2,""language"":""YAML""},{""blankLines"":76,""codeLines"":223,""commentLines"":5,""language"":""CoffeeScript""},{""blankLines"":22,""codeLines"":217,""commentLines"":0,""language"":""Cucumber""},{""blankLines"":0,""codeLines"":659,""commentLines"":0,""language"":""JSON""},{""blankLines"":40,""codeLines"":84,""commentLines"":0,""language"":""Markdown""},{""blankLines"":4,""codeLines"":7,""commentLines"":0,""language"":""Bourne Again Shell""},{""blankLines"":0,""codeLines"":3,""commentLines"":0,""language"":""JavaScript""}]","2019-10-23T01:30:19","4245328f6f78359f93e0d3305b2e701ae54a19ac",true,false,false,false,"{""CoffeeScript"":10149,""Gherkin"":8487,""Shell"":326,""JavaScript"":126}","bug;dependencies;duplicate;enhancement;help wanted;invalid;question;wontfix",""
"94996369","mjul/cucumber-tutorial",false,"12","1","0","6","Clojure","master","MIT License",,"3","41","1","107","2010-09-27T10:14:50","2011-01-30T11:32:00","2020-05-25T09:58:54","3","3","0","0","147","435","29","[{""blankLines"":5,""codeLines"":45,""commentLines"":1,""language"":""Cucumber""},{""blankLines"":80,""codeLines"":221,""commentLines"":28,""language"":""Clojure""},{""blankLines"":62,""codeLines"":169,""commentLines"":0,""language"":""Markdown""}]","2011-01-30T11:31:51","39f067a61b37d7706fe9e30c059a8d6fab2d9ead",true,false,false,false,"{""Clojure"":10057}","",""
"95001382","membase/cucumberl",false,"55","1","0","23","Erlang","master","MIT License",,"25","101","3","996","2009-12-01T10:45:39","2016-05-30T04:06:58","2023-08-21T09:17:57","8","6","13","1","223","876","84","[{""blankLines"":5,""codeLines"":48,""commentLines"":0,""language"":""Cucumber""},{""blankLines"":163,""codeLines"":711,""commentLines"":84,""language"":""Erlang""},{""blankLines"":54,""codeLines"":114,""commentLines"":0,""language"":""Markdown""},{""blankLines"":1,""codeLines"":3,""commentLines"":0,""language"":""make""}]","2015-09-07T11:14:26","80f5cfabcbacddd751be603241eefb29b132838c",true,false,false,false,"{""Erlang"":27313}","",""
"95002596","jabberbees/ecucumber",false,"16","1","0","2","Erlang","master","ISC License",,"2","10","2","69","2018-06-11T09:11:38","2021-03-09T10:06:00","2021-03-09T10:06:03","0","0","1","0","1307","6438","263","[{""blankLines"":92,""codeLines"":427,""commentLines"":58,""language"":""Erlang""},{""blankLines"":108,""codeLines"":201,""commentLines"":0,""language"":""Markdown""},{""blankLines"":1107,""codeLines"":5810,""commentLines"":205,""language"":""make""}]","2021-03-09T10:06:00","b18a770c73bf4147bc892feda06aa943bacbd891",true,false,false,false,"{""Erlang"":17708,""Makefile"":3030}","bug;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix",""
"95006321","cucumber/cucumber.ml",false,"190","5","5","4","OCaml","main","MIT License",,"80","28","9","175","2018-01-05T10:30:42","2026-02-04T04:45:41","2026-02-04T04:45:45","18","3","40","1","344","1290","130","[{""blankLines"":1,""codeLines"":2,""commentLines"":0,""language"":""make""},{""blankLines"":11,""codeLines"":50,""commentLines"":2,""language"":""YAML""},{""blankLines"":111,""codeLines"":290,""commentLines"":0,""language"":""C""},{""blankLines"":62,""codeLines"":159,""commentLines"":0,""language"":""Markdown""},{""blankLines"":2,""codeLines"":10,""commentLines"":0,""language"":""Cucumber""},{""blankLines"":157,""codeLines"":773,""commentLines"":128,""language"":""OCaml""},{""blankLines"":0,""codeLines"":6,""commentLines"":0,""language"":""JSON""}]","2026-02-04T04:44:13","8c32bb1f52d64c16273a0ea56576a80bb087cdd8",true,false,false,false,"{""OCaml"":27765,""C"":10610,""Dune"":416,""Gherkin"":278,""Makefile"":133}",":robot: dependencies;bug;dependencies;duplicate;enhancement;github_actions;good first issue;help wanted;invalid;question;security fix;security vulnerability;wontfix",""
"95017478","nilswloka/lein-cucumber",false,"51","3","0","26","Clojure","master","The Unlicense",,"2","39","6","172","2012-02-02T11:07:36","2015-11-26T09:19:56","2024-01-22T08:46:14","21","4","11","1","55","224","0","[{""blankLines"":6,""codeLines"":40,""commentLines"":0,""language"":""Cucumber""},{""blankLines"":0,""codeLines"":4,""commentLines"":0,""language"":""YAML""},{""blankLines"":21,""codeLines"":29,""commentLines"":0,""language"":""Markdown""},{""blankLines"":28,""codeLines"":151,""commentLines"":0,""language"":""Clojure""}]","2013-01-28T11:53:59","55c24a7a5bfee070bd45cef68732beb1c36b8ce7",true,false,false,false,"{""Clojure"":7512}","bug;configuration;feature",""
"95018935","punkisdead/lein-cucumber",true,"60","4","0","9","Clojure","master","The Unlicense",,"2","13","7","36","2014-03-02T07:04:54","2016-07-26T02:03:49","2018-07-30T09:05:18","2","1","0","0","64","238","0","[{""blankLines"":23,""codeLines"":33,""commentLines"":0,""language"":""Markdown""},{""blankLines"":8,""codeLines"":52,""commentLines"":0,""language"":""Cucumber""},{""blankLines"":0,""codeLines"":4,""commentLines"":0,""language"":""YAML""},{""blankLines"":33,""codeLines"":149,""commentLines"":0,""language"":""Clojure""}]","2016-07-26T02:03:43","99c425d0f38aa1bec36363294919cb5c02019725",true,false,false,false,"{""Clojure"":7543,""Gherkin"":2901}","bug;duplicate;enhancement;invalid;question;wontfix",""
"95019398","cucumber-attic/cucumber-jvm-clojure",false,"301","2","0","10","Clojure","master","MIT License",,"8","29","20","177","2017-10-12T01:35:34","2019-03-13T07:08:00","2024-01-22T08:46:11","7","7","2","0","141","921","11","[{""blankLines"":37,""codeLines"":71,""commentLines"":0,""language"":""Markdown""},{""blankLines"":8,""codeLines"":46,""commentLines"":0,""language"":""Cucumber""},{""blankLines"":49,""codeLines"":247,""commentLines"":0,""language"":""Clojure""},{""blankLines"":35,""codeLines"":498,""commentLines"":10,""language"":""Maven""},{""blankLines"":12,""codeLines"":59,""commentLines"":1,""language"":""Java""}]","2019-03-13T07:07:58","2197be7a0b2663bb595c8f22c5b4003cd6332d0e",true,true,false,false,"{""Clojure"":8070,""Java"":2452,""Gherkin"":1050}","bug;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix",""
"95022271","auxoncorp/clj-cucumber",false,"25","1","0","1","Clojure","master","Eclipse Public License 1.0",,"3","11","1","38","2019-06-06T05:16:11","2023-01-26T07:11:44","2023-09-24T02:03:59","0","0","0","0","75","384","15","[{""blankLines"":72,""codeLines"":350,""commentLines"":15,""language"":""Clojure""},{""blankLines"":3,""codeLines"":34,""commentLines"":0,""language"":""Cucumber""}]","2023-01-26T07:11:44","cf2268d10acd6fa9678ede15bd7f89cae9fa0878",true,false,false,false,"{""Clojure"":14786,""Gherkin"":1122}","bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix",""
"95022657","lambdaisland/kaocha-cucumber",false,"102","10","4","11","Clojure","main","Eclipse Public License 1.0",,"7","37","6","121","2018-11-02T09:34:42","2023-05-08T04:41:43","2023-12-14T03:51:44","8","1","11","0","454","2141","32","[{""blankLines"":0,""codeLines"":111,""commentLines"":0,""language"":""Maven""},{""blankLines"":244,""codeLines"":1341,""commentLines"":20,""language"":""Clojure""},{""blankLines"":0,""codeLines"":1,""commentLines"":0,""language"":""Lisp""},{""blankLines"":1,""codeLines"":2,""commentLines"":0,""language"":""Bourne Again Shell""},{""blankLines"":29,""codeLines"":169,""commentLines"":0,""language"":""Text""},{""blankLines"":7,""codeLines"":43,""commentLines"":0,""language"":""YAML""},{""blankLines"":151,""codeLines"":343,""commentLines"":8,""language"":""Markdown""},{""blankLines"":22,""codeLines"":131,""commentLines"":4,""language"":""Cucumber""}]","2023-05-08T04:41:41","0414b33d55b83e33bbbcfc1bc8e27b6479bd72c5",true,false,false,false,"{""Clojure"":58263,""Gherkin"":4794,""Shell"":71,""Emacs Lisp"":63}","bug;closed: can't reproduce;closed: pr welcome;closed: wontfix;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question",""
"95082428","cucumber/ci-environment",false,"1242","8","19","7","Java","main","MIT License",,"66","12","20","1887","2021-10-20T12:11:00","2026-03-04T11:42:52","2026-03-04T11:42:17","20","7","299","2","500","8279","109","[{""blankLines"":1,""codeLines"":9,""commentLines"":0,""language"":""make""},{""blankLines"":39,""codeLines"":417,""commentLines"":21,""language"":""YAML""},{""blankLines"":101,""codeLines"":343,""commentLines"":0,""language"":""Markdown""},{""blankLines"":128,""codeLines"":588,""commentLines"":41,""language"":""Java""},{""blankLines"":63,""codeLines"":256,""commentLines"":13,""language"":""Ruby""},{""blankLines"":14,""codeLines"":175,""commentLines"":4,""language"":""Maven""},{""blankLines"":0,""codeLines"":5171,""commentLines"":0,""language"":""JSON""},{""blankLines"":0,""codeLines"":15,""commentLines"":0,""language"":""XML""},{""blankLines"":41,""codeLines"":380,""commentLines"":24,""language"":""Go""},{""blankLines"":35,""codeLines"":397,""commentLines"":5,""language"":""TypeScript""},{""blankLines"":44,""codeLines"":157,""commentLines"":0,""language"":""Python""},{""blankLines"":1,""codeLines"":8,""commentLines"":1,""language"":""Bourne Again Shell""},{""blankLines"":0,""codeLines"":120,""commentLines"":0,""language"":""Text""},{""blankLines"":9,""codeLines"":91,""commentLines"":0,""language"":""TOML""},{""blankLines"":3,""codeLines"":15,""commentLines"":0,""language"":""Groovy""},{""blankLines"":3,""codeLines"":10,""commentLines"":0,""language"":""Grails""},{""blankLines"":9,""codeLines"":65,""commentLines"":0,""language"":""JavaScript""},{""blankLines"":5,""codeLines"":22,""commentLines"":0,""language"":""Freemarker Template""},{""blankLines"":4,""codeLines"":40,""commentLines"":0,""language"":""INI""}]","2026-03-04T11:42:10","774bc03dab21284583d32d23e8dc335c5cba2ee5",false,false,false,false,"{""Java"":26016,""TypeScript"":12619,""Go"":11552,""Ruby"":8985,""Python"":5897,""JavaScript"":2337,""Groovy"":1521,""FreeMarker"":834,""Makefile"":262,""Shell"":222}",":bank: debt;:robot: dependencies","continuous-delivery;continuous-integration;github-actions;gitlab-ci;go;java;javascript;jenkins;polyglot-release;python;ruby;tidelift"
"95086844","heybran/cucumber-components",false,"273","5","5","1","JavaScript","main",,"https://cucumber-components.netlify.app","2","10","2","1195","2023-07-16T01:06:12","2024-06-07T12:08:57","2024-06-07T12:09:01","22","20","6","0","3594","19620","2630","[{""blankLines"":992,""codeLines"":5889,""commentLines"":0,""language"":""YAML""},{""blankLines"":7,""codeLines"":1445,""commentLines"":5,""language"":""SVG""},{""blankLines"":496,""codeLines"":2697,""commentLines"":333,""language"":""CSS""},{""blankLines"":0,""codeLines"":421,""commentLines"":0,""language"":""HTML""},{""blankLines"":0,""codeLines"":102,""commentLines"":0,""language"":""JSON""},{""blankLines"":0,""codeLines"":3,""commentLines"":0,""language"":""INI""},{""blankLines"":1000,""codeLines"":4362,""commentLines"":260,""language"":""Markdown""},{""blankLines"":9,""codeLines"":138,""commentLines"":35,""language"":""Svelte""},{""blankLines"":8,""codeLines"":162,""commentLines"":4,""language"":""TypeScript""},{""blankLines"":1082,""codeLines"":4401,""commentLines"":1993,""language"":""JavaScript""}]","2024-06-07T12:08:57","1f904cde4d63616f814e9b14a1d93f86a34b89b5",false,false,false,false,"{""JavaScript"":218183,""CSS"":63145,""HTML"":11029}","accessibility;bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix","components;css;customelements;webcomponents"
"95096762","cucumber/gherkin-utils",false,"1264","12","11","7","TypeScript","main","MIT License",,"10","16","20","2407","2022-11-19T05:18:04","2026-03-11T04:37:40","2026-03-11T04:37:45","20","8","146","2","719","12081","65","[{""blankLines"":211,""codeLines"":1080,""commentLines"":32,""language"":""Java""},{""blankLines"":20,""codeLines"":148,""commentLines"":0,""language"":""YAML""},{""blankLines"":384,""codeLines"":2040,""commentLines"":32,""language"":""TypeScript""},{""blankLines"":6,""codeLines"":45,""commentLines"":0,""language"":""JavaScript""},{""blankLines"":2,""codeLines"":7,""commentLines"":1,""language"":""Bourne Shell""},{""blankLines"":86,""codeLines"":281,""commentLines"":0,""language"":""Markdown""},{""blankLines"":0,""codeLines"":8388,""commentLines"":0,""language"":""JSON""},{""blankLines"":10,""codeLines"":92,""commentLines"":0,""language"":""Maven""}]","2026-03-11T04:36:13","2a39e1b5dbe831859c9d2bfa938c5bd30a05f3ba",false,false,false,false,"{""TypeScript"":70132,""Java"":47546,""JavaScript"":1648,""Shell"":266}",":bank: debt;:bug: bug;:robot: dependencies;:zap: enhancement;tidelift;wontfix","java;javascript;polyglot-release;tidelift"
"95096879","ThoSe1990/cwt-cucumber",false,"549","1","15","6","C++","main","MIT License","https://those1990.github.io/cwt-cucumber/","4","38","6","1401","2023-07-30T01:13:21","2026-01-19T11:45:50","2026-01-19T11:45:54","33","0","75","0","2368","15186","1164","[{""blankLines"":74,""codeLines"":314,""commentLines"":0,""language"":""Cucumber""},{""blankLines"":3,""codeLines"":10,""commentLines"":0,""language"":""TOML""},{""blankLines"":4,""codeLines"":9,""commentLines"":7,""language"":""make""},{""blankLines"":1,""codeLines"":6,""commentLines"":0,""language"":""Text""},{""blankLines"":477,""codeLines"":3281,""commentLines"":476,""language"":""C/C++ Header""},{""blankLines"":33,""codeLines"":180,""commentLines"":1,""language"":""YAML""},{""blankLines"":110,""codeLines"":253,""commentLines"":0,""language"":""Markdown""},{""blankLines"":8,""codeLines"":26,""commentLines"":1,""language"":""DOS Batch""},{""blankLines"":13,""codeLines"":25,""commentLines"":20,""language"":""Python""},{""blankLines"":1213,""codeLines"":10537,""commentLines"":29,""language"":""C++""},{""blankLines"":44,""codeLines"":188,""commentLines"":1,""language"":""CMake""},{""blankLines"":376,""codeLines"":300,""commentLines"":626,""language"":""reStructuredText""},{""blankLines"":12,""codeLines"":57,""commentLines"":3,""language"":""Dockerfile""}]","2026-01-19T11:45:50","2c5b62f56447bf3ac7f21a266f5bb61cd32193a6",true,false,false,false,"{""C++"":450034,""CMake"":7326,""Dockerfile"":2637}","bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix","bdd;bdd-framework;behavior-driven-development;cpp;cpp20;cucumber;cucumber-features;cucumber-framework;cucumber-tests;gherkin;gherkin-language;gherkin-parser;test;test-automation;testing"
"95099848","jagoral/cucumber.js",false,"24","1","0","0","TypeScript","main",,,"1","11","2","5241","2024-04-16T07:56:51","2024-06-20T11:19:00","2024-06-21T07:54:46","0","0","0","0","1292","5033","113","[{""blankLines"":0,""codeLines"":215,""commentLines"":0,""language"":""JSON""},{""blankLines"":1068,""codeLines"":3538,""commentLines"":0,""language"":""YAML""},{""blankLines"":59,""codeLines"":215,""commentLines"":0,""language"":""Markdown""},{""blankLines"":165,""codeLines"":1065,""commentLines"":113,""language"":""TypeScript""}]","2024-06-20T11:18:56","ca5750f11ca052909aa3f2b3948c2293432c2014",true,false,false,false,"{""TypeScript"":27756}","bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix",""
"95115563","ghoshasish99/Playwright-Java-Cucumber",false,"14","1","0","7","Java","main",,,"4","13","1","31","2021-01-21T06:52:50","2024-07-03T09:04:54","2024-07-03T09:04:57","0","0","0","0","95","491","6","[{""blankLines"":0,""codeLines"":25,""commentLines"":0,""language"":""INI""},{""blankLines"":21,""codeLines"":71,""commentLines"":0,""language"":""Markdown""},{""blankLines"":9,""codeLines"":46,""commentLines"":0,""language"":""YAML""},{""blankLines"":0,""codeLines"":85,""commentLines"":3,""language"":""Maven""},{""blankLines"":58,""codeLines"":169,""commentLines"":3,""language"":""Java""},{""blankLines"":7,""codeLines"":28,""commentLines"":0,""language"":""Cucumber""},{""blankLines"":0,""codeLines"":67,""commentLines"":0,""language"":""XML""}]","2024-07-03T09:04:54","bcdb6eda4e9475bde0a6c13119d3ec67bfc271aa",true,false,false,false,"{""Java"":5597,""Gherkin"":1398}","bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix",""
"95118690","cucumberbolts/Chess",false,"99","3","1","3","C++","main","GNU General Public License v3.0",,"5","24","2","51792","2021-08-09T11:00:22","2026-03-07T04:33:02","2026-03-07T04:33:05","1","0","2","0","2545","38206","1862","[{""blankLines"":8,""codeLines"":29,""commentLines"":0,""language"":""GLSL""},{""blankLines"":1306,""codeLines"":32252,""commentLines"":1523,""language"":""C/C++ Header""},{""blankLines"":0,""codeLines"":26,""commentLines"":0,""language"":""JSON""},{""blankLines"":8,""codeLines"":38,""commentLines"":0,""language"":""INI""},{""blankLines"":14,""codeLines"":48,""commentLines"":0,""language"":""Markdown""},{""blankLines"":31,""codeLines"":51,""commentLines"":16,""language"":""Python""},{""blankLines"":109,""codeLines"":638,""commentLines"":0,""language"":""Text""},{""blankLines"":45,""codeLines"":198,""commentLines"":16,""language"":""CMake""},{""blankLines"":50,""codeLines"":1762,""commentLines"":21,""language"":""C""},{""blankLines"":974,""codeLines"":3164,""commentLines"":286,""language"":""C++""}]","2026-03-07T04:32:58","07354d2cd6171bb799cf09633aa62aa900e43417",true,false,false,false,"{""C++"":2645043,""C"":336050,""CMake"":6542,""Python"":2761,""GLSL"":729}","bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix","chess;cpp;imgui;opengl3"
